type,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct,SoH_Percentage,driving_style
0,24,48,69,438,00438.csv,0.8213456742282407,0.0782288255681572,0.2201410433256294,63.570433918885286,Smooth
1,4,48,70,439,00439.csv,0.8213456742282407,0.0782288255681572,0.2201410433256294,63.570433918885286,Smooth
0,24,48,71,440,00440.csv,0.8213456742282407,0.0759137951782839,0.1936803760716682,63.570433918885286,Smooth
-1,4,48,72,441,00441.csv,0.815104351665177,0.0759137951782839,0.1936803760716682,63.08736863223299,Smooth
1,4,48,73,442,00442.csv,0.815104351665177,0.0759137951782839,0.1936803760716682,63.08736863223299,Smooth
-1,4,48,74,443,00443.csv,0.8167635065811079,0.0759137951782839,0.1936803760716682,63.215783745691134,Smooth
1,4,48,75,444,00444.csv,0.8167635065811079,0.0759137951782839,0.1936803760716682,63.215783745691134,Smooth
-1,4,48,76,445,00445.csv,0.8105620288941996,0.0759137951782839,0.1936803760716682,62.73580236895171,Smooth
1,4,48,77,446,00446.csv,0.8105620288941996,0.0759137951782839,0.1936803760716682,62.73580236895171,Smooth
-1,4,48,78,447,00447.csv,0.8037866942819573,0.0759137951782839,0.1936803760716682,62.211405668804,Smooth
1,4,48,79,448,00448.csv,0.8037866942819573,0.0759137951782839,0.1936803760716682,62.211405668804,Smooth
-1,4,48,80,449,00449.csv,0.8064901479207041,0.0759137951782839,0.1936803760716682,62.42064731490654,Smooth
0,24,48,81,450,00450.csv,0.8064901479207041,0.0790440060413206,0.2175107460889237,62.42064731490654,Smooth
1,4,48,82,451,00451.csv,0.8064901479207041,0.0790440060413206,0.2175107460889237,62.42064731490654,Smooth
0,24,48,83,452,00452.csv,0.8064901479207041,0.0769449954386182,0.1862918260074439,62.42064731490654,Smooth
-1,4,48,84,453,00453.csv,0.8345202469777867,0.0769449954386182,0.1862918260074439,64.59011824019314,Smooth
0,24,48,85,454,00454.csv,0.8345202469777867,0.0777575901351129,0.2141388975106754,64.59011824019314,Smooth
1,4,48,86,455,00455.csv,0.8345202469777867,0.0777575901351129,0.2141388975106754,64.59011824019314,Smooth
0,24,48,87,456,00456.csv,0.8345202469777867,0.0758796996289562,0.1908110106673048,64.59011824019314,Smooth
-1,4,48,88,457,00457.csv,0.8394338615313337,0.0758796996289562,0.1908110106673048,64.97042170934165,Smooth
1,4,48,89,458,00458.csv,0.8394338615313337,0.0758796996289562,0.1908110106673048,64.97042170934165,Smooth
-1,4,48,90,459,00459.csv,0.8280599193543663,0.0758796996289562,0.1908110106673048,64.09010242083073,Smooth
1,4,48,91,460,00460.csv,0.8280599193543663,0.0758796996289562,0.1908110106673048,64.09010242083073,Smooth
-1,4,48,92,461,00461.csv,0.827552960616311,0.0758796996289562,0.1908110106673048,64.05086487692155,Smooth
1,4,48,93,462,00462.csv,0.827552960616311,0.0758796996289562,0.1908110106673048,64.05086487692155,Smooth
-1,4,48,94,463,00463.csv,0.8186064554852917,0.0758796996289562,0.1908110106673048,63.3584241286692,Smooth
1,4,48,95,464,00464.csv,0.8186064554852917,0.0758796996289562,0.1908110106673048,63.3584241286692,Smooth
-1,4,48,96,465,00465.csv,0.811194334977145,0.0758796996289562,0.1908110106673048,62.78474153466919,Smooth
0,24,48,97,466,00466.csv,0.811194334977145,0.0802818932370414,0.2268772322177884,62.78474153466919,Smooth
1,4,48,98,467,00467.csv,0.811194334977145,0.0802818932370414,0.2268772322177884,62.78474153466919,Smooth
0,24,48,99,468,00468.csv,0.811194334977145,0.0756700380991583,0.1951540524650382,62.78474153466919,Smooth
-1,4,48,100,469,00469.csv,0.8103581050095121,0.0756700380991583,0.1951540524650382,62.7200190876333,Smooth
1,4,48,101,470,00470.csv,0.8103581050095121,0.0756700380991583,0.1951540524650382,62.7200190876333,Smooth
-1,4,48,102,471,00471.csv,0.81004196676531,0.0756700380991583,0.1951540524650382,62.69555065005229,Smooth
1,4,48,103,472,00472.csv,0.81004196676531,0.0756700380991583,0.1951540524650382,62.69555065005229,Smooth
-1,4,48,104,473,00473.csv,0.8020417301639577,0.0756700380991583,0.1951540524650382,62.07634910293318,Smooth
1,4,48,105,474,00474.csv,0.8020417301639577,0.0756700380991583,0.1951540524650382,62.07634910293318,Smooth
-1,4,48,106,475,00475.csv,0.7994960780750013,0.0756700380991583,0.1951540524650382,61.87932096608504,Smooth
1,4,48,107,476,00476.csv,0.7994960780750013,0.0756700380991583,0.1951540524650382,61.87932096608504,Smooth
-1,4,48,108,477,00477.csv,0.7969071440474844,0.0756700380991583,0.1951540524650382,61.6789428978968,Smooth
0,24,48,109,478,00478.csv,0.7969071440474844,0.0793498566710864,0.2252306799768232,61.6789428978968,Smooth
1,4,48,110,479,00479.csv,0.7969071440474844,0.0793498566710864,0.2252306799768232,61.6789428978968,Smooth
0,24,48,111,480,00480.csv,0.7969071440474844,0.0762912236411235,0.1984765909525183,61.6789428978968,Smooth
-1,4,48,112,481,00481.csv,0.7901770279804046,0.0762912236411235,0.1984765909525183,61.15804601838168,Smooth
1,4,48,113,482,00482.csv,0.7901770279804046,0.0762912236411235,0.1984765909525183,61.15804601838168,Smooth
-1,4,48,114,483,00483.csv,0.7860746284952557,0.0762912236411235,0.1984765909525183,60.84052889549116,Smooth
1,4,48,115,484,00484.csv,0.7860746284952557,0.0762912236411235,0.1984765909525183,60.84052889549116,Smooth
-1,4,48,116,485,00485.csv,0.7908223748692534,0.0762912236411235,0.1984765909525183,61.207994515146915,Smooth
1,4,48,117,486,00486.csv,0.7908223748692534,0.0762912236411235,0.1984765909525183,61.207994515146915,Smooth
-1,4,48,118,487,00487.csv,0.7864438160724503,0.0762912236411235,0.1984765909525183,60.869103240272096,Smooth
1,4,48,119,488,00488.csv,0.7864438160724503,0.0762912236411235,0.1984765909525183,60.869103240272096,Smooth
-1,4,48,120,489,00489.csv,0.7833761593609829,0.0762912236411235,0.1984765909525183,60.63167303958905,Smooth
0,24,48,121,490,00490.csv,0.7833761593609829,0.0815479477857606,0.2256484517063164,60.63167303958905,Smooth
1,4,48,122,491,00491.csv,0.7833761593609829,0.0815479477857606,0.2256484517063164,60.63167303958905,Smooth
0,24,48,123,492,00492.csv,0.7833761593609829,0.0775531483113982,0.2122774940922087,60.63167303958905,Smooth
-1,4,48,124,493,00493.csv,0.7846138586020117,0.0775531483113982,0.2122774940922087,60.727468367040196,Smooth
1,4,48,125,494,00494.csv,0.7846138586020117,0.0775531483113982,0.2122774940922087,60.727468367040196,Smooth
-1,4,48,126,495,00495.csv,0.7759516320187002,0.0775531483113982,0.2122774940922087,60.05703018262748,Smooth
1,4,48,127,496,00496.csv,0.7759516320187002,0.0775531483113982,0.2122774940922087,60.05703018262748,Smooth
-1,4,48,128,497,00497.csv,0.7812099737737488,0.0775531483113982,0.2122774940922087,60.46401481473907,Smooth
1,4,48,129,498,00498.csv,0.7812099737737488,0.0775531483113982,0.2122774940922087,60.46401481473907,Smooth
-1,4,48,130,499,00499.csv,0.7690347347112345,0.0775531483113982,0.2122774940922087,59.52167682653764,Smooth
1,4,48,131,500,00500.csv,0.7690347347112345,0.0775531483113982,0.2122774940922087,59.52167682653764,Smooth
-1,4,48,132,501,00501.csv,0.0,0.0775531483113982,0.2122774940922087,0.0,Smooth
0,24,48,133,502,00502.csv,0.0,0.0803488748118423,0.2177361423028976,0.0,Smooth
1,4,48,134,503,00503.csv,0.0,0.0803488748118423,0.2177361423028976,0.0,Smooth
0,24,48,135,504,00504.csv,0.0,0.0760928010210569,0.2102335118525878,0.0,Smooth
-1,4,48,136,505,00505.csv,0.8150797510510015,0.0760928010210569,0.2102335118525878,63.08546459625048,Smooth
0,24,48,137,506,00506.csv,0.8150797510510015,0.0808160024374873,0.2264336378806801,63.08546459625048,Smooth
1,4,48,138,507,00507.csv,0.8150797510510015,0.0808160024374873,0.2264336378806801,63.08546459625048,Smooth
0,24,48,139,508,00508.csv,0.8150797510510015,0.0773027619855099,0.2072305127793986,63.08546459625048,Smooth
-1,4,48,140,509,00509.csv,0.8179646940606901,0.0773027619855099,0.2072305127793986,63.30875313932278,Smooth
1,4,48,141,510,00510.csv,0.8179646940606901,0.0773027619855099,0.2072305127793986,63.30875313932278,Smooth
-1,4,48,142,511,00511.csv,0.8097116373031656,0.0773027619855099,0.2072305127793986,62.66998384194261,Smooth
1,4,48,143,512,00512.csv,0.8097116373031656,0.0773027619855099,0.2072305127793986,62.66998384194261,Smooth
-1,4,48,144,513,00513.csv,0.8032603208497405,0.0773027619855099,0.2072305127793986,62.17066546825344,Smooth
1,4,48,145,514,00514.csv,0.8032603208497405,0.0773027619855099,0.2072305127793986,62.17066546825344,Smooth
-1,4,48,146,515,00515.csv,0.8028797998652619,0.0773027619855099,0.2072305127793986,62.141213941499764,Smooth
1,4,48,147,516,00516.csv,0.8028797998652619,0.0773027619855099,0.2072305127793986,62.141213941499764,Smooth
-1,4,48,148,517,00517.csv,0.7978610910319387,0.0773027619855099,0.2072305127793986,61.75277639533909,Smooth
0,24,48,149,518,00518.csv,0.7978610910319387,0.0803162302464127,0.2234783459351502,61.75277639533909,Smooth
1,4,48,150,519,00519.csv,0.7978610910319387,0.0803162302464127,0.2234783459351502,61.75277639533909,Smooth
0,24,48,151,520,00520.csv,0.7978610910319387,0.0758282591408187,0.2128644447840386,61.75277639533909,Smooth
-1,4,48,152,521,00521.csv,0.8008996917610487,0.0758282591408187,0.2128644447840386,61.98795772387932,Smooth
0,24,48,153,522,00522.csv,0.8008996917610487,0.0804424501250824,0.2212668222050161,61.98795772387932,Smooth
1,4,48,154,523,00523.csv,0.8008996917610487,0.0804424501250824,0.2212668222050161,61.98795772387932,Smooth
0,24,48,155,524,00524.csv,0.8008996917610487,0.076884883564793,0.2086522038329233,61.98795772387932,Smooth
-1,4,48,156,525,00525.csv,0.8058858889313106,0.076884883564793,0.2086522038329233,62.373878935452645,Smooth
1,4,48,157,526,00526.csv,0.8058858889313106,0.076884883564793,0.2086522038329233,62.373878935452645,Smooth
-1,4,48,158,527,00527.csv,0.8012648906546773,0.076884883564793,0.2086522038329233,62.01622335291119,Smooth
1,4,48,159,528,00528.csv,0.8012648906546773,0.076884883564793,0.2086522038329233,62.01622335291119,Smooth
-1,4,48,160,529,00529.csv,0.7927880379545266,0.076884883564793,0.2086522038329233,61.36013271857333,Smooth
1,4,48,161,530,00530.csv,0.7927880379545266,0.076884883564793,0.2086522038329233,61.36013271857333,Smooth
-1,4,48,162,531,00531.csv,0.7921841377799879,0.076884883564793,0.2086522038329233,61.31339211063723,Smooth
1,4,48,163,532,00532.csv,0.7921841377799879,0.076884883564793,0.2086522038329233,61.31339211063723,Smooth
-1,4,48,164,533,00533.csv,0.0,0.076884883564793,0.2086522038329233,0.0,Smooth
0,24,48,165,534,00534.csv,0.0,0.0796234819816427,0.1995319389642607,0.0,Smooth
1,4,48,166,535,00535.csv,0.0,0.0796234819816427,0.1995319389642607,0.0,Smooth
0,24,48,167,536,00536.csv,0.0,0.0784900355823291,0.2095546004830297,0.0,Smooth
-1,4,48,168,537,00537.csv,0.8328541015445919,0.0784900355823291,0.2095546004830297,64.46116207534855,Smooth
0,24,48,169,538,00538.csv,0.8328541015445919,0.0782641477870245,0.2169311851801116,64.46116207534855,Smooth
1,4,48,170,539,00539.csv,0.8328541015445919,0.0782641477870245,0.2169311851801116,64.46116207534855,Smooth
0,24,48,171,540,00540.csv,0.8328541015445919,0.0770080998515149,0.1983445253637753,64.46116207534855,Smooth
-1,4,48,172,541,00541.csv,0.8193930012543513,0.0770080998515149,0.1983445253637753,63.41930112285703,Smooth
1,4,48,173,542,00542.csv,0.8193930012543513,0.0770080998515149,0.1983445253637753,63.41930112285703,Smooth
-1,4,48,174,543,00543.csv,0.813378090379151,0.0770080998515149,0.1983445253637753,62.95375962636203,Smooth
1,4,48,175,544,00544.csv,0.813378090379151,0.0770080998515149,0.1983445253637753,62.95375962636203,Smooth
-1,4,48,176,545,00545.csv,0.8118132452046799,0.0770080998515149,0.1983445253637753,62.83264388925114,Smooth
1,4,48,177,546,00546.csv,0.8118132452046799,0.0770080998515149,0.1983445253637753,62.83264388925114,Smooth
-1,4,48,178,547,00547.csv,0.805358366832248,0.0770080998515149,0.1983445253637753,62.33304983049543,Smooth
1,4,48,179,548,00548.csv,0.805358366832248,0.0770080998515149,0.1983445253637753,62.33304983049543,Smooth
-1,4,48,180,549,00549.csv,0.7989149419265342,0.0770080998515149,0.1983445253637753,61.83434224606107,Smooth
0,24,48,181,550,00550.csv,0.7989149419265342,0.0791449543732451,0.2267582551533987,61.83434224606107,Smooth
1,4,48,182,551,00551.csv,0.7989149419265342,0.0791449543732451,0.2267582551533987,61.83434224606107,Smooth
0,24,48,183,552,00552.csv,0.7989149419265342,0.0774487310768207,0.2035327691447027,61.83434224606107,Smooth
-1,4,46,0,553,00553.csv,1.0036564312827845,0.0774487310768207,0.2035327691447027,77.68090445241273,Smooth
0,24,46,1,554,00554.csv,1.0036564312827845,0.0879608204675198,0.1714895211342943,77.68090445241273,Smooth
1,4,46,2,555,00555.csv,1.0036564312827845,0.0879608204675198,0.1714895211342943,77.68090445241273,Smooth
0,24,46,3,556,00556.csv,1.0036564312827845,0.0743427116168991,0.167773386143502,77.68090445241273,Smooth
-1,4,46,4,557,00557.csv,0.9227294971806396,0.0743427116168991,0.167773386143502,71.41732934874841,Smooth
1,4,46,5,558,00558.csv,0.9227294971806396,0.0743427116168991,0.167773386143502,71.41732934874841,Smooth
-1,4,46,6,559,00559.csv,0.91753842945729,0.0743427116168991,0.167773386143502,71.01555158570642,Smooth
1,4,46,7,560,00560.csv,0.91753842945729,0.0743427116168991,0.167773386143502,71.01555158570642,Smooth
-1,4,46,8,561,00561.csv,0.9106209534257642,0.0743427116168991,0.167773386143502,70.48015343758713,Smooth
1,4,46,9,562,00562.csv,0.9106209534257642,0.0743427116168991,0.167773386143502,70.48015343758713,Smooth
-1,4,46,10,563,00563.csv,0.90399797726961,0.0743427116168991,0.167773386143502,69.96754896264817,Smooth
1,4,46,11,564,00564.csv,0.90399797726961,0.0743427116168991,0.167773386143502,69.96754896264817,Smooth
-1,4,46,12,565,00565.csv,0.8997366497168066,0.0743427116168991,0.167773386143502,69.63773114038136,Smooth
0,24,46,13,566,00566.csv,0.8997366497168066,0.078779717711954,0.2190753636775201,69.63773114038136,Smooth
1,4,46,14,567,00567.csv,0.8997366497168066,0.078779717711954,0.2190753636775201,69.63773114038136,Smooth
0,24,46,15,568,00568.csv,0.8997366497168066,0.0734684090058902,0.1738204690404935,69.63773114038136,Smooth
-1,4,46,16,569,00569.csv,0.8984058895003479,0.0734684090058902,0.1738204690404935,69.5347330884567,Smooth
0,24,46,17,570,00570.csv,0.8984058895003479,0.0791609772786642,0.2058168054658522,69.5347330884567,Smooth
1,4,46,18,571,00571.csv,0.8984058895003479,0.0791609772786642,0.2058168054658522,69.5347330884567,Smooth
0,24,46,19,572,00572.csv,0.8984058895003479,0.0728712924373889,0.1725257542174827,69.5347330884567,Smooth
-1,4,46,20,573,00573.csv,0.8986285751865896,0.0728712924373889,0.1725257542174827,69.55196849389694,Smooth
1,4,46,21,574,00574.csv,0.8986285751865896,0.0728712924373889,0.1725257542174827,69.55196849389694,Smooth
-1,4,46,22,575,00575.csv,0.8936602732856023,0.0728712924373889,0.1725257542174827,69.16743233866296,Smooth
1,4,46,23,576,00576.csv,0.8936602732856023,0.0728712924373889,0.1725257542174827,69.16743233866296,Smooth
-1,4,46,24,577,00577.csv,0.8871890622151263,0.0728712924373889,0.1725257542174827,68.66657416330652,Smooth
1,4,46,25,578,00578.csv,0.8871890622151263,0.0728712924373889,0.1725257542174827,68.66657416330652,Smooth
-1,4,46,26,579,00579.csv,0.8837612983323655,0.0728712924373889,0.1725257542174827,68.40127242222981,Smooth
1,4,46,27,580,00580.csv,0.8837612983323655,0.0728712924373889,0.1725257542174827,68.40127242222981,Smooth
-1,4,46,28,581,00581.csv,0.8772682014516682,0.0728712924373889,0.1725257542174827,67.89872033102759,Smooth
0,24,46,29,582,00582.csv,0.8772682014516682,0.0780769799943162,0.2092192708001954,67.89872033102759,Smooth
1,4,46,30,583,00583.csv,0.8772682014516682,0.0780769799943162,0.2092192708001954,67.89872033102759,Smooth
0,24,46,31,584,00584.csv,0.8772682014516682,0.0743688642132314,0.1750934466817478,67.89872033102759,Smooth
-1,4,46,32,585,00585.csv,0.8851860089393149,0.0743688642132314,0.1750934466817478,68.5115420374898,Smooth
0,24,46,33,586,00586.csv,0.8851860089393149,0.0800310397708903,0.2055761401383456,68.5115420374898,Smooth
1,4,46,34,587,00587.csv,0.8851860089393149,0.0800310397708903,0.2055761401383456,68.5115420374898,Smooth
0,24,46,35,588,00588.csv,0.8851860089393149,0.0729138502081966,0.1773224217734093,68.5115420374898,Smooth
-1,4,46,36,589,00589.csv,0.8895338934114145,0.0729138502081966,0.1773224217734093,68.84805918391572,Smooth
1,4,46,37,590,00590.csv,0.8895338934114145,0.0729138502081966,0.1773224217734093,68.84805918391572,Smooth
-1,4,46,38,591,00591.csv,0.883154833814642,0.0729138502081966,0.1773224217734093,68.3543333395052,Smooth
1,4,46,39,592,00592.csv,0.883154833814642,0.0729138502081966,0.1773224217734093,68.3543333395052,Smooth
-1,4,46,40,593,00593.csv,0.8778123779577613,0.0729138502081966,0.1773224217734093,67.9408384521869,Smooth
1,4,46,41,594,00594.csv,0.8778123779577613,0.0729138502081966,0.1773224217734093,67.9408384521869,Smooth
-1,4,46,42,595,00595.csv,0.8708838270794164,0.0729138502081966,0.1773224217734093,67.40458313413298,Smooth
1,4,46,43,596,00596.csv,0.8708838270794164,0.0729138502081966,0.1773224217734093,67.40458313413298,Smooth
-1,4,46,44,597,00597.csv,0.8638742420012796,0.0729138502081966,0.1773224217734093,66.86205593883582,Smooth
0,24,46,45,598,00598.csv,0.8638742420012796,0.0780558689248324,0.2155423079641618,66.86205593883582,Smooth
1,4,46,46,599,00599.csv,0.8638742420012796,0.0780558689248324,0.2155423079641618,66.86205593883582,Smooth
0,24,46,47,600,00600.csv,0.8638742420012796,0.0748422413399817,0.1712772615312936,66.86205593883582,Smooth
-1,4,46,48,601,00601.csv,0.8593299933371096,0.0748422413399817,0.1712772615312936,66.51034061545747,Smooth
1,4,46,49,602,00602.csv,0.8593299933371096,0.0748422413399817,0.1712772615312936,66.51034061545747,Smooth
-1,4,46,50,603,00603.csv,0.0,0.0748422413399817,0.1712772615312936,0.0,Smooth
1,4,46,51,604,00604.csv,0.0,0.0748422413399817,0.1712772615312936,0.0,Smooth
-1,4,46,52,605,00605.csv,0.8796384493526622,0.0748422413399817,0.1712772615312936,68.08217255131609,Smooth
1,4,46,53,606,00606.csv,0.8796384493526622,0.0748422413399817,0.1712772615312936,68.08217255131609,Smooth
-1,4,46,54,607,00607.csv,0.8499659282804632,0.0748422413399817,0.1712772615312936,65.78558160402783,Smooth
1,4,46,55,608,00608.csv,0.8499659282804632,0.0748422413399817,0.1712772615312936,65.78558160402783,Smooth
-1,4,46,56,609,00609.csv,0.8455040590779455,0.0748422413399817,0.1712772615312936,65.44024227834149,Smooth
0,24,46,57,610,00610.csv,0.8455040590779455,0.0789587256634156,0.223799854445583,65.44024227834149,Smooth
1,4,46,58,611,00611.csv,0.8455040590779455,0.0789587256634156,0.223799854445583,65.44024227834149,Smooth
0,24,46,59,612,00612.csv,0.8455040590779455,0.075309516084243,0.1785889997176621,65.44024227834149,Smooth
-1,4,46,60,613,00613.csv,0.8407775219890772,0.075309516084243,0.1785889997176621,65.07441821290718,Smooth
1,4,46,61,614,00614.csv,0.8407775219890772,0.075309516084243,0.1785889997176621,65.07441821290718,Smooth
-1,4,46,62,615,00615.csv,0.8382961989266524,0.075309516084243,0.1785889997176621,64.88236900790041,Smooth
1,4,46,63,616,00616.csv,0.8382961989266524,0.075309516084243,0.1785889997176621,64.88236900790041,Smooth
-1,4,46,64,617,00617.csv,0.8326150593618878,0.075309516084243,0.1785889997176621,64.44266071135988,Smooth
1,4,46,65,618,00618.csv,0.8326150593618878,0.075309516084243,0.1785889997176621,64.44266071135988,Smooth
-1,4,46,66,619,00619.csv,0.8275680605683852,0.075309516084243,0.1785889997176621,64.05203358156764,Smooth
1,4,46,67,620,00620.csv,0.8275680605683852,0.075309516084243,0.1785889997176621,64.05203358156764,Smooth
-1,4,46,68,621,00621.csv,0.8270346296528637,0.075309516084243,0.1785889997176621,64.01074714659943,Smooth
0,24,46,69,622,00622.csv,0.8270346296528637,0.0799539729536434,0.2052709503153424,64.01074714659943,Smooth
1,4,46,70,623,00623.csv,0.8270346296528637,0.0799539729536434,0.2052709503153424,64.01074714659943,Smooth
0,24,46,71,624,00624.csv,0.8270346296528637,0.0765013991032369,0.180186469964126,64.01074714659943,Smooth
-1,4,46,72,625,00625.csv,0.820644496636964,0.0765013991032369,0.180186469964126,63.516164242754655,Smooth
1,4,46,73,626,00626.csv,0.820644496636964,0.0765013991032369,0.180186469964126,63.516164242754655,Smooth
-1,4,46,74,627,00627.csv,0.8204181891718093,0.0765013991032369,0.180186469964126,63.498648519216594,Smooth
1,4,46,75,628,00628.csv,0.8204181891718093,0.0765013991032369,0.180186469964126,63.498648519216594,Smooth
-1,4,46,76,629,00629.csv,0.8160470532780812,0.0765013991032369,0.180186469964126,63.16033176148386,Smooth
1,4,46,77,630,00630.csv,0.8160470532780812,0.0765013991032369,0.180186469964126,63.16033176148386,Smooth
-1,4,46,78,631,00631.csv,0.8074219190747841,0.0765013991032369,0.180186469964126,62.49276444955101,Smooth
1,4,46,79,632,00632.csv,0.8074219190747841,0.0765013991032369,0.180186469964126,62.49276444955101,Smooth
-1,4,46,80,633,00633.csv,0.8065891380973802,0.0765013991032369,0.180186469964126,62.42830894713091,Smooth
0,24,46,81,634,00634.csv,0.8065891380973802,0.0792083211832846,0.2139817715198872,62.42830894713091,Smooth
1,4,46,82,635,00635.csv,0.8065891380973802,0.0792083211832846,0.2139817715198872,62.42830894713091,Smooth
0,24,46,83,636,00636.csv,0.8065891380973802,0.0756589113669091,0.1914517923146482,62.42830894713091,Smooth
-1,4,46,84,637,00637.csv,0.8264154766132263,0.0756589113669091,0.1914517923146482,63.9628259988696,Smooth
0,24,46,85,638,00638.csv,0.8264154766132263,0.0818424633283534,0.2072968061846989,63.9628259988696,Smooth
1,4,46,86,639,00639.csv,0.8264154766132263,0.0818424633283534,0.2072968061846989,63.9628259988696,Smooth
0,24,46,87,640,00640.csv,0.8264154766132263,0.0753336116048565,0.1764800428343813,63.9628259988696,Smooth
-1,4,46,88,641,00641.csv,0.8347911699772924,0.0753336116048565,0.1764800428343813,64.61108711259071,Smooth
1,4,46,89,642,00642.csv,0.8347911699772924,0.0753336116048565,0.1764800428343813,64.61108711259071,Smooth
-1,4,46,90,643,00643.csv,0.8232381196766183,0.0753336116048565,0.1764800428343813,63.71690523065572,Smooth
1,4,46,91,644,00644.csv,0.8232381196766183,0.0753336116048565,0.1764800428343813,63.71690523065572,Smooth
-1,4,46,92,645,00645.csv,0.8208129800630934,0.0753336116048565,0.1764800428343813,63.529204506852054,Smooth
1,4,46,93,646,00646.csv,0.8208129800630934,0.0753336116048565,0.1764800428343813,63.529204506852054,Smooth
-1,4,46,94,647,00647.csv,0.8099467973860052,0.0753336116048565,0.1764800428343813,62.68818473953735,Smooth
1,4,46,95,648,00648.csv,0.8099467973860052,0.0753336116048565,0.1764800428343813,62.68818473953735,Smooth
-1,4,46,96,649,00649.csv,0.8043530426934855,0.0753336116048565,0.1764800428343813,62.25523984897905,Smooth
0,24,46,97,650,00650.csv,0.8043530426934855,0.0797542018482358,0.2131448020573272,62.25523984897905,Smooth
1,4,46,98,651,00651.csv,0.8043530426934855,0.0797542018482358,0.2131448020573272,62.25523984897905,Smooth
0,24,46,99,652,00652.csv,0.8043530426934855,0.0764059556509333,0.190839289862318,62.25523984897905,Smooth
-1,4,46,100,653,00653.csv,0.8016657855333899,0.0764059556509333,0.190839289862318,62.047251776381685,Smooth
1,4,46,101,654,00654.csv,0.8016657855333899,0.0764059556509333,0.190839289862318,62.047251776381685,Smooth
-1,4,46,102,655,00655.csv,0.7992583241518567,0.0764059556509333,0.190839289862318,61.860919310686505,Smooth
1,4,46,103,656,00656.csv,0.7992583241518567,0.0764059556509333,0.190839289862318,61.860919310686505,Smooth
-1,4,46,104,657,00657.csv,0.7909194739514203,0.0764059556509333,0.190839289862318,61.21550978061936,Smooth
1,4,46,105,658,00658.csv,0.7909194739514203,0.0764059556509333,0.190839289862318,61.21550978061936,Smooth
-1,4,46,106,659,00659.csv,0.7865384335835702,0.0764059556509333,0.190839289862318,60.876426437346055,Smooth
1,4,46,107,660,00660.csv,0.7865384335835702,0.0764059556509333,0.190839289862318,60.876426437346055,Smooth
-1,4,46,108,661,00661.csv,0.7839348536251598,0.0764059556509333,0.190839289862318,60.67491480479965,Smooth
0,24,46,109,662,00662.csv,0.7839348536251598,0.0801355066545533,0.210268733131776,60.67491480479965,Smooth
1,4,46,110,663,00663.csv,0.7839348536251598,0.0801355066545533,0.210268733131776,60.67491480479965,Smooth
0,24,46,111,664,00664.csv,0.7839348536251598,0.0779030794252696,0.1928867879681954,60.67491480479965,Smooth
-1,4,46,112,665,00665.csv,0.7789586460924296,0.0779030794252696,0.1928867879681954,60.289766770236334,Smooth
1,4,46,113,666,00666.csv,0.7789586460924296,0.0779030794252696,0.1928867879681954,60.289766770236334,Smooth
-1,4,46,114,667,00667.csv,0.7744985849844574,0.0779030794252696,0.1928867879681954,59.94456738727867,Smooth
1,4,46,115,668,00668.csv,0.7744985849844574,0.0779030794252696,0.1928867879681954,59.94456738727867,Smooth
-1,4,46,116,669,00669.csv,0.7736776624057833,0.0779030794252696,0.1928867879681954,59.88102970006901,Smooth
1,4,46,117,670,00670.csv,0.7736776624057833,0.0779030794252696,0.1928867879681954,59.88102970006901,Smooth
-1,4,46,118,671,00671.csv,0.7691473966324474,0.0779030794252696,0.1928867879681954,59.53039662313774,Smooth
1,4,46,119,672,00672.csv,0.7691473966324474,0.0779030794252696,0.1928867879681954,59.53039662313774,Smooth
-1,4,46,120,673,00673.csv,0.7654591357471119,0.0779030794252696,0.1928867879681954,59.244932959976495,Smooth
0,24,46,121,674,00674.csv,0.7654591357471119,0.0810842543598329,0.2087282179436173,59.244932959976495,Smooth
1,4,46,122,675,00675.csv,0.7654591357471119,0.0810842543598329,0.2087282179436173,59.244932959976495,Smooth
0,24,46,123,676,00676.csv,0.7654591357471119,0.0787746019772769,0.1872067959589769,59.244932959976495,Smooth
-1,4,46,124,677,00677.csv,0.7656008110769658,0.0787746019772769,0.1872067959589769,59.255898333602985,Smooth
1,4,46,125,678,00678.csv,0.7656008110769658,0.0787746019772769,0.1872067959589769,59.255898333602985,Smooth
-1,4,46,126,679,00679.csv,0.7584409917419125,0.0787746019772769,0.1872067959589769,58.70174332166135,Smooth
1,4,46,127,680,00680.csv,0.7584409917419125,0.0787746019772769,0.1872067959589769,58.70174332166135,Smooth
-1,4,46,128,681,00681.csv,0.7599157584362547,0.0787746019772769,0.1872067959589769,58.8158871731847,Smooth
1,4,46,129,682,00682.csv,0.7599157584362547,0.0787746019772769,0.1872067959589769,58.8158871731847,Smooth
-1,4,46,130,683,00683.csv,0.7531651111532003,0.0787746019772769,0.1872067959589769,58.29340122057973,Smooth
1,4,46,131,684,00684.csv,0.7531651111532003,0.0787746019772769,0.1872067959589769,58.29340122057973,Smooth
-1,4,46,132,685,00685.csv,0.0,0.0787746019772769,0.1872067959589769,0.0,Smooth
0,24,46,133,686,00686.csv,0.0,0.0821707831727871,0.2111346572486242,0.0,Smooth
1,4,46,134,687,00687.csv,0.0,0.0821707831727871,0.2111346572486242,0.0,Smooth
0,24,46,135,688,00688.csv,0.0,0.0781874301947658,0.1928622747844722,0.0,Smooth
